,Player,Market Value (Millions USD),Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_x,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att_y,Cmp%,TotDist,PrgDist,Cmp short,Att short,Cmp% short,Cmp medium,Att medium,Cmp% medium,Cmp long,Att long,Cmp% long,A-xA,KP,1/3,PPA,CrsPA,Prog
3,Rúben Dias,82.5,42.0,1.0,12.0,23.0,32.0,32.0,2843.0,31.6,1.0,0.0,1.0,0.03,0.0,0.03,0.03,0.03,2.4,2.4,0.1,2.4,0.07,0.0,0.08,0.07,0.08,31.0,21.0,17.0,12.0,2.0,6.0,23.0,26.1,17.0,181.0,67.0,37.0,92.0,70.0,19.0,45.0,25.0,0.0,20.0,22.0,53.0,118.0,0.0,2499.0,2672.0,93.5,54265.0,14607.0,617.0,647.0,95.4,1427.0,1471.0,97.0,439.0,520.0,84.4,-0.1,3.0,166.0,9.0,1.0,116.0
4,Aymeric Laporte,49.5,17.0,1.0,12.0,26.0,16.0,14.0,1344.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,1.5,0.05,0.05,0.1,0.05,0.1,13.0,6.0,10.0,3.0,0.0,3.0,9.0,33.3,6.0,81.0,24.0,29.6,48.0,27.0,6.0,18.0,8.0,0.0,10.0,8.0,21.0,53.0,1.0,1160.0,1261.0,92.0,24147.0,6963.0,353.0,372.0,94.9,624.0,651.0,95.9,179.0,224.0,79.9,-0.7,4.0,108.0,5.0,0.0,72.0
5,Nathan Aké,35.2,35.0,1.0,12.0,25.0,10.0,9.0,797.0,8.9,1.0,0.0,1.0,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.01,0.0,0.02,0.01,0.02,15.0,6.0,7.0,6.0,2.0,4.0,5.0,80.0,1.0,73.0,25.0,34.2,35.0,30.0,8.0,6.0,2.0,0.0,4.0,6.0,21.0,26.0,0.0,702.0,755.0,93.0,12873.0,3534.0,289.0,299.0,96.7,349.0,372.0,93.8,60.0,73.0,82.2,0.0,1.0,60.0,2.0,0.0,36.0
6,John Stones,33.0,16.0,1.0,12.0,26.0,22.0,22.0,1933.0,21.5,4.0,0.0,4.0,0.19,0.0,0.19,0.19,0.19,2.2,2.2,0.1,2.3,0.1,0.0,0.11,0.1,0.11,20.0,12.0,13.0,5.0,2.0,7.0,14.0,50.0,7.0,130.0,51.0,39.2,67.0,54.0,9.0,31.0,14.0,0.0,17.0,20.0,40.0,77.0,0.0,1615.0,1713.0,94.3,31552.0,7992.0,594.0,620.0,95.8,796.0,822.0,96.8,210.0,245.0,85.7,-0.1,2.0,113.0,4.0,0.0,75.0
7,Eric García,22.0,17.0,1.0,12.0,19.0,6.0,3.0,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,10.0,4.0,7.0,2.0,1.0,3.0,10.0,30.0,7.0,49.0,13.0,26.5,30.0,18.0,1.0,5.0,1.0,0.0,4.0,5.0,15.0,12.0,0.0,322.0,344.0,93.6,6792.0,1869.0,94.0,99.0,94.9,173.0,177.0,97.7,54.0,66.0,81.8,-0.1,2.0,29.0,0.0,0.0,16.0
10,Oleksandr Zinchenko,27.5,51.0,1.0,12.0,23.0,20.0,15.0,1478.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,2.1,0.04,0.08,0.13,0.04,0.13,21.0,13.0,9.0,7.0,5.0,14.0,28.0,50.0,14.0,149.0,45.0,30.2,56.0,64.0,29.0,26.0,4.0,0.0,22.0,20.0,41.0,49.0,0.0,1331.0,1475.0,90.2,21806.0,6052.0,697.0,734.0,95.0,522.0,567.0,92.1,95.0,139.0,68.3,-1.3,13.0,108.0,14.0,0.0,93.0
11,Benjamin Mendy,22.0,18.0,1.0,12.0,26.0,13.0,11.0,953.0,10.6,2.0,1.0,2.0,0.19,0.09,0.28,0.19,0.28,0.4,0.4,0.4,0.9,0.04,0.04,0.08,0.04,0.08,15.0,10.0,3.0,7.0,5.0,5.0,18.0,27.8,13.0,125.0,42.0,33.6,32.0,52.0,41.0,24.0,5.0,0.0,19.0,6.0,21.0,11.0,1.0,532.0,651.0,81.7,9755.0,2601.0,205.0,233.0,88.0,269.0,307.0,87.6,54.0,90.0,60.0,0.6,5.0,28.0,10.0,3.0,49.0
12,João Cancelo,60.5,42.0,1.0,12.0,26.0,28.0,27.0,2299.0,25.5,2.0,3.0,2.0,0.08,0.12,0.2,0.08,0.2,2.0,2.0,4.9,6.9,0.08,0.19,0.27,0.08,0.27,77.0,44.0,41.0,26.0,10.0,41.0,89.0,46.1,48.0,338.0,121.0,35.8,137.0,125.0,76.0,38.0,3.0,0.0,35.0,53.0,130.0,36.0,1.0,1795.0,2094.0,85.7,31794.0,8986.0,852.0,923.0,92.3,731.0,832.0,87.9,190.0,276.0,68.8,-1.9,44.0,135.0,69.0,9.0,166.0
13,Kyle Walker,30.8,16.0,1.0,12.0,30.0,24.0,22.0,1946.0,21.6,1.0,1.0,1.0,0.05,0.05,0.09,0.05,0.09,0.2,0.2,0.5,0.8,0.01,0.02,0.04,0.01,0.04,37.0,27.0,19.0,14.0,4.0,19.0,35.0,54.3,16.0,236.0,78.0,33.1,88.0,112.0,36.0,29.0,7.0,0.0,22.0,15.0,52.0,38.0,0.0,1695.0,1897.0,89.4,33841.0,8941.0,623.0,670.0,93.0,830.0,889.0,93.4,228.0,298.0,76.5,0.5,7.0,193.0,12.0,2.0,107.0
16,Rodri,77.0,17.0,7.0,12.0,24.0,34.0,31.0,2748.0,30.5,2.0,2.0,1.0,0.07,0.07,0.13,0.03,0.1,2.5,1.7,1.7,3.4,0.08,0.06,0.14,0.06,0.11,83.0,60.0,32.0,38.0,13.0,31.0,72.0,43.1,41.0,514.0,196.0,38.1,169.0,272.0,73.0,42.0,13.0,0.0,29.0,40.0,123.0,73.0,2.0,2495.0,2728.0,91.5,50166.0,10296.0,938.0,998.0,94.0,1102.0,1180.0,93.4,427.0,495.0,86.3,0.3,27.0,239.0,17.0,1.0,156.0
17,Fernandinho,2.2,7.0,7.0,12.0,35.0,21.0,12.0,1188.0,13.2,0.0,2.0,0.0,0.0,0.15,0.15,0.0,0.15,0.8,0.8,0.9,1.7,0.06,0.07,0.13,0.06,0.13,31.0,22.0,6.0,17.0,8.0,12.0,38.0,31.6,26.0,223.0,75.0,33.6,47.0,142.0,34.0,15.0,1.0,0.0,14.0,26.0,57.0,32.0,0.0,878.0,1001.0,87.7,16840.0,4565.0,372.0,407.0,91.4,384.0,423.0,90.8,117.0,159.0,73.6,1.1,12.0,135.0,17.0,2.0,96.0
21,Kevin De Bruyne,110.0,5.0,7.0,12.0,29.0,25.0,23.0,1997.0,22.2,6.0,12.0,4.0,0.27,0.54,0.81,0.18,0.72,9.7,7.4,10.2,17.6,0.44,0.46,0.9,0.34,0.79,37.0,31.0,8.0,19.0,10.0,10.0,52.0,19.2,42.0,376.0,122.0,32.4,46.0,175.0,155.0,27.0,2.0,0.0,25.0,16.0,53.0,7.0,0.0,1068.0,1406.0,76.0,21109.0,6183.0,452.0,536.0,84.3,417.0,512.0,81.4,176.0,280.0,62.9,1.8,79.0,128.0,79.0,9.0,173.0
22,Bernardo Silva,77.0,42.0,9.0,12.0,25.0,26.0,24.0,2065.0,22.9,2.0,6.0,2.0,0.09,0.26,0.35,0.09,0.35,2.8,2.8,3.7,6.5,0.12,0.16,0.28,0.12,0.28,32.0,21.0,12.0,14.0,6.0,11.0,45.0,24.4,34.0,375.0,111.0,29.6,71.0,174.0,130.0,20.0,1.0,0.0,19.0,21.0,53.0,9.0,0.0,1280.0,1427.0,89.7,21634.0,3378.0,636.0,676.0,94.1,490.0,534.0,91.8,119.0,152.0,78.3,2.3,32.0,81.0,32.0,0.0,72.0
25,Raheem Sterling,99.0,16.0,4.0,12.0,25.0,31.0,28.0,2536.0,28.2,10.0,7.0,10.0,0.35,0.25,0.6,0.35,0.6,12.2,11.4,4.8,16.3,0.43,0.17,0.6,0.41,0.58,20.0,18.0,4.0,13.0,3.0,6.0,19.0,31.6,13.0,288.0,83.0,28.8,37.0,136.0,115.0,17.0,1.0,0.0,16.0,14.0,34.0,2.0,0.0,962.0,1127.0,85.4,12874.0,2421.0,637.0,699.0,91.1,255.0,286.0,89.2,31.0,50.0,62.0,2.2,38.0,38.0,29.0,5.0,62.0
26,Phil Foden,88.0,16.0,6.0,12.0,20.0,28.0,17.0,1616.0,18.0,9.0,5.0,9.0,0.5,0.28,0.78,0.5,0.78,5.5,5.5,4.1,9.7,0.31,0.23,0.54,0.31,0.54,26.0,16.0,10.0,11.0,5.0,10.0,21.0,47.6,11.0,307.0,88.0,28.7,51.0,117.0,139.0,15.0,1.0,0.0,14.0,12.0,38.0,12.0,0.0,687.0,838.0,82.0,10452.0,2218.0,402.0,443.0,90.7,224.0,267.0,83.9,42.0,87.0,48.3,0.9,34.0,40.0,24.0,2.0,60.0
27,Jack Harrison,16.5,16.0,7.0,9.0,23.0,36.0,34.0,2847.0,31.6,8.0,8.0,8.0,0.25,0.25,0.51,0.25,0.51,6.6,6.6,7.1,13.7,0.21,0.22,0.43,0.21,0.43,67.0,35.0,29.0,25.0,13.0,19.0,51.0,37.3,32.0,631.0,175.0,27.7,167.0,226.0,238.0,39.0,3.0,0.0,36.0,25.0,92.0,26.0,0.0,788.0,1162.0,67.8,13468.0,4538.0,399.0,506.0,78.9,301.0,398.0,75.6,75.0,186.0,40.3,0.9,58.0,37.0,65.0,20.0,111.0
30,Riyad Mahrez,46.2,1.0,4.0,12.0,29.0,27.0,23.0,1949.0,21.7,9.0,6.0,9.0,0.42,0.28,0.69,0.42,0.69,5.6,5.6,5.9,11.5,0.26,0.27,0.53,0.26,0.53,20.0,15.0,3.0,9.0,8.0,8.0,35.0,22.9,27.0,253.0,59.0,23.3,26.0,113.0,114.0,24.0,1.0,0.0,23.0,6.0,26.0,3.0,0.0,914.0,1086.0,84.2,14951.0,3135.0,491.0,535.0,91.8,339.0,390.0,86.9,68.0,113.0,60.2,0.1,41.0,35.0,52.0,6.0,88.0
33,Gabriel Jesus,66.0,7.0,4.0,12.0,23.0,29.0,22.0,2063.0,22.9,9.0,4.0,9.0,0.39,0.17,0.57,0.39,0.57,8.8,8.8,3.4,12.2,0.38,0.15,0.53,0.38,0.53,23.0,13.0,6.0,8.0,9.0,7.0,26.0,26.9,19.0,331.0,104.0,31.4,39.0,119.0,173.0,19.0,2.0,0.0,17.0,19.0,42.0,4.0,0.0,638.0,754.0,84.6,8741.0,1055.0,394.0,444.0,88.7,168.0,196.0,85.7,32.0,44.0,72.7,0.6,28.0,23.0,14.0,1.0,31.0
34,Sergio Agüero,19.8,2.0,6.0,12.0,32.0,12.0,7.0,559.0,6.2,4.0,1.0,3.0,0.64,0.16,0.81,0.48,0.64,3.4,1.8,1.3,3.1,0.54,0.21,0.75,0.3,0.51,3.0,0.0,0.0,1.0,2.0,2.0,11.0,18.2,9.0,90.0,25.0,27.8,8.0,31.0,51.0,5.0,1.0,0.0,4.0,4.0,7.0,1.0,0.0,143.0,170.0,84.1,1867.0,285.0,82.0,94.0,87.2,42.0,48.0,87.5,5.0,5.0,100.0,-0.3,6.0,11.0,6.0,1.0,12.0
42,Harry Maguire,49.5,16.0,1.0,13.0,27.0,34.0,34.0,3047.0,33.9,2.0,1.0,2.0,0.06,0.03,0.09,0.06,0.09,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07,30.0,18.0,20.0,10.0,0.0,14.0,26.0,53.8,12.0,191.0,67.0,35.1,107.0,76.0,8.0,45.0,24.0,0.0,21.0,61.0,91.0,176.0,1.0,1904.0,2139.0,89.0,42647.0,12352.0,484.0,532.0,91.0,1024.0,1097.0,93.3,382.0,483.0,79.1,0.7,7.0,194.0,8.0,1.0,104.0
43,Victor Lindelöf,26.4,49.0,1.0,13.0,26.0,29.0,29.0,2585.0,28.7,1.0,1.0,1.0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,0.7,1.3,0.02,0.02,0.05,0.02,0.05,26.0,16.0,17.0,9.0,0.0,12.0,21.0,57.1,9.0,192.0,67.0,34.9,117.0,67.0,8.0,40.0,17.0,0.0,23.0,32.0,58.0,132.0,2.0,1640.0,1800.0,91.1,32452.0,10570.0,539.0,571.0,94.4,895.0,933.0,95.9,191.0,264.0,72.3,0.3,6.0,99.0,6.0,0.0,92.0
44,Eric Bailly,16.5,8.0,1.0,13.0,26.0,12.0,10.0,916.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,9.0,6.0,5.0,3.0,1.0,1.0,1.0,100.0,0.0,55.0,22.0,40.0,27.0,26.0,2.0,17.0,15.0,0.0,2.0,22.0,31.0,51.0,0.0,494.0,547.0,90.3,10384.0,3113.0,139.0,148.0,93.9,281.0,304.0,92.4,71.0,91.0,78.0,0.0,0.0,28.0,0.0,0.0,29.0
45,Axel Tuanzebe,8.8,16.0,1.0,13.0,22.0,9.0,4.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,4.0,1.0,6.0,8.0,75.0,2.0,58.0,16.0,27.6,36.0,19.0,3.0,14.0,7.0,0.0,7.0,4.0,14.0,19.0,1.0,236.0,263.0,89.7,4763.0,1047.0,76.0,81.0,93.8,123.0,132.0,93.2,35.0,43.0,81.4,0.0,0.0,9.0,0.0,0.0,10.0
47,Luke Shaw,38.5,16.0,1.0,13.0,25.0,32.0,30.0,2654.0,29.5,1.0,5.0,1.0,0.03,0.17,0.2,0.03,0.2,0.7,0.7,5.2,5.9,0.02,0.18,0.2,0.02,0.2,61.0,44.0,29.0,22.0,10.0,24.0,42.0,57.1,18.0,363.0,138.0,38.0,129.0,151.0,83.0,62.0,10.0,0.0,52.0,29.0,90.0,54.0,2.0,1645.0,2015.0,81.6,25958.0,11037.0,923.0,1005.0,91.8,568.0,667.0,85.2,119.0,253.0,47.0,-0.2,71.0,87.0,46.0,16.0,154.0
48,Alex Telles,22.0,7.0,1.0,13.0,27.0,9.0,8.0,690.0,7.7,0.0,2.0,0.0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17,12.0,6.0,10.0,2.0,0.0,5.0,14.0,35.7,9.0,68.0,22.0,32.4,38.0,20.0,10.0,11.0,1.0,0.0,10.0,12.0,24.0,27.0,0.0,459.0,570.0,80.5,7690.0,3146.0,235.0,250.0,94.0,168.0,198.0,84.8,43.0,104.0,41.3,0.9,12.0,35.0,14.0,2.0,50.0
49,Aaron Wan-Bissaka,44.0,16.0,1.0,13.0,22.0,34.0,34.0,3060.0,34.0,2.0,4.0,2.0,0.06,0.12,0.18,0.06,0.18,0.9,0.9,2.4,3.3,0.03,0.07,0.1,0.03,0.1,97.0,52.0,60.0,30.0,7.0,21.0,40.0,52.5,19.0,434.0,140.0,32.3,195.0,169.0,70.0,113.0,17.0,0.0,96.0,66.0,163.0,108.0,0.0,1775.0,2065.0,86.0,26841.0,9551.0,1008.0,1094.0,92.1,665.0,760.0,87.5,71.0,125.0,56.8,1.6,30.0,88.0,33.0,14.0,125.0
51,Brandon Williams,11.0,16.0,1.0,13.0,19.0,4.0,2.0,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,4.0,26.7,6.0,8.0,1.0,5.0,0.0,0.0,5.0,9.0,10.0,3.0,0.0,120.0,140.0,85.7,2062.0,741.0,62.0,66.0,93.9,45.0,55.0,81.8,12.0,14.0,85.7,0.0,1.0,8.0,2.0,1.0,6.0
53,Paul Pogba,66.0,18.0,9.0,13.0,27.0,26.0,21.0,1897.0,21.1,3.0,3.0,3.0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,2.1,4.2,0.1,0.1,0.2,0.1,0.2,37.0,26.0,15.0,18.0,4.0,13.0,35.0,37.1,22.0,299.0,99.0,33.1,88.0,129.0,82.0,22.0,1.0,0.0,21.0,25.0,62.0,47.0,0.0,1112.0,1343.0,82.8,21208.0,5036.0,504.0,567.0,88.9,414.0,465.0,89.0,167.0,250.0,66.8,0.9,24.0,113.0,34.0,3.0,111.0
54,Scott McTominay,38.5,44.0,7.0,13.0,23.0,32.0,24.0,2129.0,23.7,4.0,1.0,4.0,0.17,0.04,0.21,0.17,0.21,2.1,2.1,0.9,3.1,0.09,0.04,0.13,0.09,0.13,48.0,29.0,26.0,16.0,6.0,16.0,40.0,40.0,24.0,348.0,107.0,30.7,124.0,171.0,53.0,56.0,15.0,0.0,41.0,51.0,99.0,54.0,0.0,1109.0,1270.0,87.3,21728.0,5711.0,427.0,466.0,91.6,511.0,567.0,90.1,155.0,205.0,75.6,0.1,14.0,109.0,9.0,1.0,104.0
55,Donny van de Beek,33.0,35.0,9.0,13.0,23.0,19.0,4.0,524.0,5.8,1.0,1.0,1.0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,1.0,1.3,0.05,0.17,0.22,0.05,0.22,12.0,9.0,3.0,6.0,3.0,3.0,13.0,23.1,10.0,105.0,32.0,30.5,21.0,59.0,25.0,11.0,1.0,0.0,10.0,7.0,19.0,9.0,0.0,235.0,279.0,84.2,3651.0,758.0,126.0,141.0,89.4,94.0,102.0,92.2,11.0,17.0,64.7,0.0,3.0,11.0,2.0,1.0,10.0
56,Fred,24.2,7.0,7.0,13.0,27.0,30.0,27.0,2390.0,26.6,1.0,0.0,1.0,0.04,0.0,0.04,0.04,0.04,1.9,1.9,2.5,4.5,0.07,0.1,0.17,0.07,0.17,88.0,55.0,37.0,41.0,10.0,30.0,87.0,34.5,57.0,639.0,200.0,31.3,228.0,300.0,111.0,62.0,9.0,0.0,53.0,47.0,135.0,33.0,0.0,1555.0,1763.0,88.2,30912.0,7561.0,570.0,625.0,91.2,708.0,765.0,92.5,250.0,306.0,81.7,-2.5,24.0,174.0,18.0,0.0,149.0
57,Bruno Fernandes,99.0,42.0,7.0,13.0,25.0,37.0,35.0,3099.0,34.4,18.0,12.0,9.0,0.52,0.35,0.87,0.26,0.61,15.4,7.8,11.0,18.8,0.45,0.32,0.77,0.23,0.55,60.0,39.0,21.0,25.0,14.0,18.0,90.0,20.0,72.0,718.0,179.0,24.9,117.0,344.0,257.0,40.0,1.0,0.0,39.0,22.0,82.0,27.0,0.0,1702.0,2283.0,74.6,32546.0,9338.0,811.0,946.0,85.7,587.0,736.0,79.8,269.0,470.0,57.2,1.0,94.0,177.0,96.0,8.0,227.0
58,Jesse Lingard,24.2,16.0,9.0,19.0,27.0,16.0,16.0,1421.0,15.8,9.0,4.0,8.0,0.57,0.25,0.82,0.51,0.76,5.1,3.4,1.5,4.9,0.32,0.09,0.42,0.22,0.31,15.0,10.0,5.0,7.0,3.0,5.0,16.0,31.3,11.0,335.0,71.0,21.2,48.0,186.0,101.0,7.0,1.0,0.0,6.0,7.0,22.0,1.0,0.0,544.0,669.0,81.3,8598.0,2289.0,303.0,343.0,88.3,171.0,201.0,85.1,48.0,83.0,57.8,2.5,17.0,58.0,26.0,4.0,65.0
60,Juan Mata,4.4,17.0,6.0,13.0,32.0,9.0,6.0,509.0,5.7,1.0,2.0,0.0,0.18,0.35,0.53,0.0,0.35,1.1,0.3,0.8,1.2,0.19,0.15,0.34,0.06,0.21,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,65.0,14.0,21.5,16.0,24.0,25.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,247.0,294.0,84.0,3813.0,827.0,147.0,159.0,92.5,73.0,87.0,83.9,22.0,34.0,64.7,1.2,8.0,18.0,4.0,1.0,19.0
61,Marcus Rashford,93.5,16.0,4.0,13.0,22.0,37.0,33.0,2920.0,32.4,11.0,9.0,11.0,0.34,0.28,0.62,0.34,0.62,9.3,9.3,3.6,12.9,0.29,0.11,0.4,0.29,0.4,16.0,10.0,2.0,6.0,8.0,5.0,24.0,20.8,19.0,345.0,74.0,21.4,38.0,144.0,163.0,24.0,3.0,0.0,21.0,10.0,26.0,9.0,0.0,995.0,1234.0,80.6,15841.0,3175.0,540.0,617.0,87.5,342.0,408.0,83.8,83.0,129.0,64.3,5.4,41.0,34.0,56.0,6.0,96.0
62,Daniel James,19.8,54.0,4.0,13.0,22.0,15.0,11.0,910.0,10.1,3.0,1.0,3.0,0.3,0.1,0.4,0.3,0.4,2.3,2.3,1.2,3.5,0.23,0.12,0.34,0.23,0.34,12.0,9.0,4.0,5.0,3.0,2.0,23.0,8.7,21.0,221.0,46.0,20.8,46.0,88.0,87.0,14.0,1.0,0.0,13.0,10.0,22.0,4.0,0.0,237.0,304.0,78.0,3257.0,754.0,151.0,176.0,85.8,68.0,88.0,77.3,7.0,11.0,63.6,-0.2,10.0,6.0,12.0,3.0,25.0
63,Mason Greenwood,55.0,16.0,4.0,13.0,18.0,31.0,21.0,1822.0,20.2,7.0,2.0,7.0,0.35,0.1,0.44,0.35,0.44,7.4,7.4,1.8,9.2,0.37,0.09,0.45,0.37,0.45,19.0,12.0,8.0,6.0,5.0,4.0,23.0,17.4,19.0,263.0,74.0,28.1,53.0,115.0,95.0,7.0,0.0,0.0,7.0,9.0,28.0,3.0,0.0,608.0,732.0,83.1,9990.0,1630.0,337.0,381.0,88.5,205.0,236.0,86.9,51.0,79.0,64.6,0.2,15.0,26.0,17.0,3.0,42.0
67,Anthony Martial,49.5,18.0,4.0,13.0,24.0,22.0,17.0,1480.0,16.4,4.0,3.0,4.0,0.24,0.18,0.43,0.24,0.43,6.5,6.5,2.0,8.5,0.4,0.12,0.51,0.4,0.51,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,7.0,148.0,42.0,28.4,13.0,39.0,96.0,22.0,5.0,0.0,17.0,4.0,5.0,9.0,0.0,404.0,488.0,82.8,5653.0,1141.0,248.0,280.0,88.6,120.0,144.0,83.3,16.0,20.0,80.0,1.0,15.0,26.0,15.0,0.0,43.0
68,Edinson Cavani,6.6,52.0,4.0,13.0,33.0,26.0,13.0,1375.0,15.3,10.0,3.0,10.0,0.65,0.2,0.85,0.65,0.85,7.4,7.4,2.7,10.1,0.48,0.17,0.66,0.48,0.66,15.0,11.0,1.0,8.0,6.0,3.0,12.0,25.0,9.0,210.0,59.0,28.1,16.0,76.0,118.0,6.0,1.0,0.0,5.0,10.0,25.0,11.0,0.0,270.0,343.0,78.7,4517.0,627.0,134.0,163.0,82.2,95.0,113.0,84.1,30.0,36.0,83.3,0.3,15.0,16.0,13.0,1.0,18.0
74,Virgil van Dijk,60.5,35.0,1.0,11.0,29.0,5.0,5.0,370.0,4.1,1.0,0.0,1.0,0.24,0.0,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.0,0.08,0.08,0.08,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,14.0,3.0,21.4,7.0,7.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,12.0,1.0,296.0,329.0,90.0,7078.0,2109.0,61.0,65.0,93.8,176.0,186.0,94.6,59.0,77.0,76.6,0.0,0.0,26.0,0.0,0.0,20.0
75,Joe Gomez,33.0,16.0,1.0,11.0,23.0,7.0,6.0,590.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,4.0,39.0,15.0,38.5,24.0,13.0,2.0,7.0,3.0,0.0,4.0,5.0,10.0,32.0,2.0,481.0,533.0,90.2,11406.0,3067.0,99.0,106.0,93.4,279.0,297.0,93.9,99.0,123.0,80.5,0.0,1.0,30.0,0.0,0.0,38.0
77,Nathaniel Phillips,8.8,16.0,1.0,11.0,23.0,17.0,15.0,1456.0,16.2,1.0,1.0,1.0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.4,1.5,0.07,0.02,0.09,0.07,0.09,18.0,12.0,13.0,5.0,0.0,4.0,23.0,17.4,19.0,193.0,69.0,35.8,89.0,96.0,8.0,23.0,16.0,2.0,7.0,29.0,47.0,143.0,0.0,923.0,1058.0,87.2,19944.0,6161.0,265.0,289.0,91.7,492.0,523.0,94.1,159.0,231.0,68.8,0.6,6.0,79.0,2.0,0.0,60.0
78,Rhys Williams,5.5,16.0,1.0,11.0,19.0,9.0,7.0,661.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.07,0.05,0.13,0.07,0.13,6.0,2.0,2.0,4.0,0.0,1.0,2.0,50.0,1.0,54.0,15.0,27.8,29.0,21.0,4.0,5.0,4.0,0.0,1.0,8.0,14.0,67.0,1.0,415.0,451.0,92.0,9374.0,2316.0,91.0,100.0,91.0,228.0,239.0,95.4,93.0,107.0,86.9,-0.4,2.0,21.0,1.0,0.0,13.0
79,Ben Davies,3.3,54.0,1.0,17.0,27.0,20.0,14.0,1346.0,15.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,26.0,13.0,14.0,8.0,4.0,10.0,29.0,34.5,19.0,184.0,42.0,22.8,91.0,64.0,29.0,24.0,5.0,0.0,19.0,13.0,39.0,72.0,0.0,610.0,783.0,77.9,10908.0,4213.0,266.0,295.0,90.2,282.0,332.0,84.9,53.0,127.0,41.7,0.4,7.0,42.0,9.0,4.0,43.0
80,Ben Davies,17.6,54.0,1.0,17.0,27.0,20.0,14.0,1346.0,15.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,26.0,13.0,14.0,8.0,4.0,10.0,29.0,34.5,19.0,184.0,42.0,22.8,91.0,64.0,29.0,24.0,5.0,0.0,19.0,13.0,39.0,72.0,0.0,610.0,783.0,77.9,10908.0,4213.0,266.0,295.0,90.2,282.0,332.0,84.9,53.0,127.0,41.7,0.4,7.0,42.0,9.0,4.0,43.0
81,Andrew Robertson,71.5,44.0,1.0,11.0,26.0,38.0,38.0,3383.0,37.6,1.0,7.0,1.0,0.03,0.19,0.21,0.03,0.21,1.4,1.4,6.9,8.2,0.04,0.18,0.22,0.04,0.22,53.0,28.0,30.0,16.0,7.0,31.0,64.0,48.4,33.0,353.0,120.0,34.0,117.0,127.0,109.0,62.0,10.0,1.0,52.0,34.0,87.0,91.0,1.0,2567.0,3213.0,79.9,47107.0,15919.0,1112.0,1261.0,88.2,1171.0,1344.0,87.1,258.0,521.0,49.5,0.1,66.0,177.0,66.0,26.0,265.0
